1	2	1.000000
1	8	2.000000
1	10	1.000000
1	14	4.000000
1	16	1.000000
1	18	4.000000
1	21	4.000000
1	23	2.000000
1	26	1.000000
1	27	1.000000
1	28	1.000000
1	32	1.000000
1	35	1.000000
1	41	1.000000
1	42	1.000000
1	43	1.000000
1	50	1.000000
1	53	2.000000
1	62	1.000000
1	71	1.000000
2	16	1.000000
2	17	1.000000
2	18	5.000000
2	21	1.000000
2	23	2.000000
2	27	1.000000
2	28	1.000000
2	31	1.000000
2	32	1.000000
2	41	1.000000
3	8	1.000000
3	9	1.000000
3	62	1.000000
7	11	1.000000
7	14	1.000000
7	16	1.000000
7	17	1.000000
7	18	4.000000
7	21	6.000000
7	23	2.000000
7	26	1.000000
7	27	1.000000
7	28	1.000000
7	31	1.000000
7	32	1.000000
7	41	2.000000
7	42	1.000000
7	43	1.000000
7	50	1.000000
7	53	1.000000
7	54	2.000000
7	58	1.000000
7	59	1.000000
7	62	1.000000
7	70	1.000000
7	71	1.000000
8	9	1.000000
8	16	1.000000
8	17	1.000000
8	18	1.000000
8	23	1.000000
8	41	1.000000
8	54	1.000000
8	58	1.000000
8	70	1.000000
9	11	1.000000
9	14	3.000000
9	16	2.000000
9	17	1.000000
9	18	5.000000
9	21	7.000000
9	27	2.000000
9	28	1.000000
9	32	1.000000
9	34	2.000000
9	36	1.000000
9	41	1.000000
9	42	2.000000
9	43	2.000000
9	50	1.000000
9	53	2.000000
9	71	2.000000
10	14	2.000000
10	16	1.000000
10	21	3.000000
10	27	1.000000
10	34	1.000000
10	35	1.000000
10	36	1.000000
10	42	1.000000
10	43	1.000000
10	45	1.000000
10	50	1.000000
10	53	1.000000
10	54	1.000000
10	59	1.000000
10	62	1.000000
10	71	1.000000
11	16	1.000000
11	18	2.000000
11	21	1.000000
11	23	1.000000
11	31	1.000000
11	41	1.000000
11	54	1.000000
11	58	1.000000
11	70	1.000000
14	16	5.000000
14	17	1.000000
14	18	10.000000
14	21	6.000000
14	23	4.000000
14	26	2.000000
14	27	2.000000
14	28	2.000000
14	31	1.000000
14	32	2.000000
14	36	1.000000
14	41	1.000000
14	42	2.000000
14	43	1.000000
14	50	2.000000
14	53	1.000000
14	71	1.000000
16	17	1.000000
16	18	4.000000
16	21	3.000000
16	23	1.000000
16	26	1.000000
16	27	1.000000
16	28	1.000000
16	31	1.000000
16	32	1.000000
16	33	1.000000
16	34	1.000000
16	35	2.000000
16	36	1.000000
16	41	1.000000
16	43	1.000000
16	53	1.000000
16	62	1.000000
16	71	1.000000
17	21	3.000000
17	35	2.000000
17	43	1.000000
17	45	1.000000
17	50	1.000000
17	53	1.000000
17	54	1.000000
17	59	1.000000
17	62	1.000000
17	70	1.000000
17	71	1.000000
18	21	7.000000
18	23	3.000000
18	26	2.000000
18	28	2.000000
18	31	2.000000
18	32	1.000000
18	35	2.000000
18	41	4.000000
18	45	2.000000
18	54	2.000000
18	58	4.000000
18	59	1.000000
18	62	1.000000
18	70	1.000000
18	71	1.000000
21	23	3.000000
21	26	2.000000
21	27	4.000000
21	28	2.000000
21	31	3.000000
21	32	4.000000
21	35	1.000000
21	36	1.000000
21	41	3.000000
21	42	4.000000
21	43	2.000000
21	45	1.000000
21	50	3.000000
21	53	3.000000
21	54	1.000000
21	58	1.000000
21	62	2.000000
21	70	1.000000
21	71	3.000000
23	26	1.000000
23	27	1.000000
23	28	1.000000
23	32	2.000000
23	34	1.000000
23	35	1.000000
23	41	2.000000
23	42	2.000000
23	43	1.000000
23	45	1.000000
23	50	1.000000
23	53	1.000000
23	54	1.000000
23	58	1.000000
23	59	1.000000
23	62	1.000000
23	71	1.000000
26	28	1.000000
26	31	1.000000
26	41	1.000000
26	54	1.000000
27	32	1.000000
27	33	1.000000
27	35	1.000000
27	41	1.000000
27	42	1.000000
27	45	1.000000
27	50	1.000000
27	53	1.000000
27	54	1.000000
27	58	1.000000
27	62	1.000000
27	71	1.000000
28	36	1.000000
28	43	1.000000
28	45	1.000000
28	50	1.000000
28	54	1.000000
28	59	1.000000
28	62	1.000000
28	71	1.000000
31	35	1.000000
31	41	1.000000
31	43	1.000000
31	45	1.000000
31	50	1.000000
31	53	1.000000
31	54	1.000000
31	62	1.000000
31	70	1.000000
32	42	1.000000
32	43	1.000000
32	45	1.000000
32	53	1.000000
32	54	1.000000
32	58	1.000000
32	70	1.000000
33	35	2.000000
33	54	1.000000
33	58	1.000000
33	70	1.000000
34	35	2.000000
34	50	1.000000
34	59	1.000000
35	41	2.000000
35	42	3.000000
35	43	3.000000
35	45	1.000000
35	50	2.000000
35	53	2.000000
35	54	1.000000
35	59	1.000000
35	62	1.000000
35	70	1.000000
36	42	1.000000
36	43	1.000000
36	45	1.000000
36	53	1.000000
36	54	1.000000
36	58	1.000000
36	59	1.000000
36	71	1.000000
41	43	1.000000
41	45	1.000000
41	53	1.000000
41	54	1.000000
41	58	1.000000
41	59	1.000000
41	70	1.000000
41	71	1.000000
42	50	1.000000
42	59	1.000000
50	58	1.000000
53	59	1.000000
53	71	1.000000
54	58	1.000000
54	59	1.000000
54	62	1.000000
54	70	1.000000
54	71	1.000000
59	71	1.000000
62	71	1.000000
