1	3	10.129200
1	4	4.396100
1	5	4.145700
1	6	16.357700
1	7	24.065100
1	8	33.689200
1	10	4.967800
1	11	7.074700
1	16	13.797800
1	19	10.106700
1	21	9.310300
1	22	4.701600
1	26	9.956300
1	30	26.276900
1	32	20.264700
1	34	20.601200
1	37	11.615600
1	48	11.954400
1	50	9.475200
2	7	6.198300
2	11	3.982500
2	13	4.022400
2	14	5.333800
2	20	3.935800
2	28	6.407000
2	39	5.190300
3	4	7.177200
3	5	19.218500
3	6	10.715900
3	7	31.250600
3	8	10.606900
3	10	17.590500
3	11	8.747000
3	12	6.719100
3	14	7.095800
3	16	10.406700
3	25	7.897600
3	26	14.557800
3	31	12.267900
3	32	5.940900
3	37	22.947200
3	38	7.406900
3	48	26.095200
3	50	16.595900
4	7	28.504000
4	8	10.054300
4	9	4.046500
4	10	6.381500
4	11	4.567200
4	12	9.773200
4	16	6.532000
4	22	4.395800
4	37	15.770000
4	38	13.929900
4	48	12.607800
4	50	4.342800
5	7	6.760600
5	8	5.237700
5	14	11.964300
5	26	4.635400
5	32	4.150800
5	37	11.617600
5	38	4.777100
5	48	7.493500
5	61	6.656600
6	7	35.629800
6	8	81.370300
6	9	31.821300
6	12	18.007000
6	18	4.201400
6	19	22.860700
6	20	5.224600
6	21	53.535800
6	22	30.603000
6	25	36.997800
6	28	4.161100
6	30	61.776800
7	8	82.320800
7	9	13.688100
7	10	10.852500
7	12	14.201700
7	13	43.237400
7	18	41.025300
7	19	34.868000
7	20	125.548300
7	21	59.944300
7	25	25.832600
7	26	15.271200
7	28	17.177300
7	30	15.527300
7	31	133.590200
7	37	6.500300
7	38	8.834800
7	61	15.677200
8	9	12.941700
8	10	10.156100
8	12	86.592700
8	13	13.509800
8	17	34.577100
8	18	109.397800
8	19	8.898300
8	20	41.698200
8	21	47.727600
8	22	16.896700
8	23	7.305700
8	25	22.612100
8	26	12.419300
8	27	21.055700
8	28	5.412300
8	30	35.175900
8	31	31.325600
8	37	20.926900
8	38	14.221300
8	47	40.483400
8	50	12.262400
9	16	23.566300
9	32	7.789200
9	38	5.945200
9	61	7.898100
9	66	7.460400
10	16	5.246100
10	19	9.409700
10	23	10.492000
10	26	4.776300
10	34	13.162100
10	38	7.025100
10	66	6.361600
11	13	5.874100
11	48	11.936000
12	22	4.651100
12	32	18.022400
12	38	4.671200
13	18	31.371400
13	19	12.871700
13	20	20.669000
13	21	31.598100
13	27	7.411000
13	30	10.197000
14	24	9.520700
14	26	7.573900
14	38	7.707500
16	20	9.143100
16	27	9.411900
16	37	64.943200
16	38	45.830400
16	39	9.861500
17	37	17.071100
17	38	5.267900
17	50	7.652500
18	20	7.131600
18	23	10.654200
18	25	91.370500
18	27	10.392300
18	31	17.898600
18	47	16.759800
18	61	11.847200
19	21	7.653700
19	22	3.180500
19	30	3.767600
19	47	3.683500
20	30	16.486500
20	34	5.288300
21	22	4.436400
21	26	4.531400
21	30	5.255400
21	37	4.633500
21	47	14.584300
21	50	23.161600
22	30	14.288500
22	31	4.248700
23	26	11.146800
23	32	4.726000
23	34	5.683500
23	38	17.829200
23	48	8.210000
23	61	6.462100
24	25	5.378200
25	27	2.398200
25	30	4.130200
26	30	18.258600
27	30	9.586000
27	34	6.376500
27	37	14.795400
27	38	7.189100
27	50	5.109200
27	66	12.433900
28	34	4.273900
28	48	9.382000
28	50	4.492500
30	31	14.339800
30	38	6.827600
31	37	16.521500
31	38	10.401200
31	39	4.350700
31	50	5.147000
32	48	4.029000
32	50	4.435200
38	50	6.316800
38	66	3.300200
47	50	4.333800
61	66	2.318900
